case_id,source_id,qoi_family,lane,qoi_id,span,segment,method,quantity,classification,primary_bucket,current_publication_ready,current_fit_admissible,complete_triplet,coarse_available,medium_available,fine_available,gci_status,gci_verdict,gci_trustworthy,admission_remaining,extraction_remaining,next_artifact_needed,next_resolution_action,diagnostic_use_allowed,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_static_gradient,upper_leg,upper_leg,section_mean_static_gradient,apparent_darcy_f,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,"exclude from final closure set or produce same-QOI monotone/asymptotic triplet; resolve pressure fit-safety, pressure-recovery/noise, tap orientation, straight-loss subtraction, and recirculation gates",no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_total_pressure_gradient,upper_leg,upper_leg,section_mean_total_pressure_gradient,apparent_darcy_f,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,"exclude from final closure set or produce same-QOI monotone/asymptotic triplet; resolve pressure fit-safety, pressure-recovery/noise, tap orientation, straight-loss subtraction, and recirculation gates",no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::left_lower_leg,left_lower_leg,left_lower_leg,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::left_upper_leg,left_upper_leg,left_upper_leg,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,monotonic_divergence,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::lower_leg,lower_leg,lower_leg,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::right_leg,right_leg,right_leg,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::test_section_span,test_section_span,test_section_span,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,monotonic_divergence,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::upper_leg,upper_leg,upper_leg,streamwise_momentum_budget_debuoyed,f_corrected,non-monotone/oscillatory,gci_failed_no_resolution_without_reextract_or_remesh,no,no,yes,yes,yes,yes,not_computed_non_monotone_or_divergent,oscillatory,no,exclude from final closure set or produce same-QOI monotone/asymptotic triplet,no missing levels; targeted same-plane/same-window re-extraction or conformal-first remesh only if this QoI remains in final closure set,final closure-set exclusion decision or remeshed/re-extracted monotone triplet package,either exclude row from final closure set or rerun same-QOI extraction on better mesh/source contract,yes,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::downcomer::thermal_segment_closure,downcomer,downcomer,segment_htc_uaprime_repair_smoke_triplet,thermal_segment_closure,blocked-downcomer-policy,downcomer_policy_blocked,no,no,no,no,no,no,not_computed_blocked_downcomer_policy,,,decide downcomer/right-leg thermal policy before extracting or interpreting closure QoI,missing_or_unreconciled_mesh_levels=coarse|medium|fine,downcomer/right-leg thermal policy decision memo,block row until policy chooses include/exclude/diagnostic label,yes,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::HTC,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,HTC,blocked-sign-review,thermal_admission_review_required,no,no,yes,yes,yes,yes,not_publication_gci_sign_review_required,oscillatory,,"resolve thermal sign labels, enthalpy direction, heat-balance residual, source ownership, and internal-Nu residual guardrail",none until admission gate changes,thermal sign/enthalpy/heat-balance/source-admission decision table,complete admission review before any thermal fitting or publication GCI,yes,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::UA_prime,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,UA_prime,blocked-sign-review,thermal_admission_review_required,no,no,yes,yes,yes,yes,not_publication_gci_sign_review_required,oscillatory,,"resolve thermal sign labels, enthalpy direction, heat-balance residual, source ownership, and internal-Nu residual guardrail",none until admission gate changes,thermal sign/enthalpy/heat-balance/source-admission decision table,complete admission review before any thermal fitting or publication GCI,yes,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::Nu,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,Nu,blocked-missing-triplet,missing_triplet_extraction_or_reconciliation_required,no,no,no,no,no,no,not_computed_missing_triplet,,,"admit repaired thermal source rows after sign, enthalpy, heat-balance, downcomer, and internal-Nu policy review",missing_or_unreconciled_mesh_levels=coarse|medium|fine,staged same-QOI mesh-level extraction or reconciliation package before admitted-only GCI,reconcile missing mesh-level values first; do not compute publication GCI yet,yes,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::upcomer::HTC,upcomer,upcomer,segment_htc_uaprime_repair_smoke_triplet,HTC,blocked-sign-review,thermal_admission_review_required,no,no,yes,yes,yes,yes,not_publication_gci_sign_review_required,monotonic_convergence,,"resolve thermal sign labels, enthalpy direction, heat-balance residual, source ownership, and internal-Nu residual guardrail",none until admission gate changes,thermal sign/enthalpy/heat-balance/source-admission decision table,complete admission review before any thermal fitting or publication GCI,yes,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
