phase,lane_id,candidate_id,case_id,split_role,heater_lambda,cooler_candidate_id,sensor,kind,predicted_K,target_K,error_K,abs_error_K,prediction_source_segment,prediction_source_fraction,validation_excluded,source_path
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW8,TW,496.269211,446.75,49.51921098,49.51921098,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW9,TW,495.7290872,446.73,48.99908722,48.99908722,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP1,TP,511.6314501,453.26,58.37145011,58.37145011,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP3,TP,516.9390114,446.67,70.26901136,70.26901136,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP4,TP,516.2825779,449.74,66.54257791,66.54257791,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP5,TP,516.6448108,451.64,65.00481084,65.00481084,test_section,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP6,TP,515.989702,456.72,59.269702,59.269702,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW1,TW,509.7182331,443.86,65.85823308,65.85823308,right_vertical,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW10,TW,741.2480674,389.74,351.5080674,351.5080674,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW11,TW,510.6607289,448.41,62.25072893,62.25072893,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW2,TW,509.1524316,445.08,64.07243162,64.07243162,right_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW3,TW,508.9335312,443.57,65.36353118,65.36353118,right_vertical,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW4,TW,508.3869465,445.49,62.89694654,62.89694654,heated_incline,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW5,TW,512.4587634,471.69,40.76876338,40.76876338,heated_incline,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW6,TW,514.8790229,467.02,47.85902291,47.85902291,heated_incline,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW7,TW,514.8966203,453.23,61.66662033,61.66662033,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW8,TW,514.6062964,450.32,64.28629639,64.28629639,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW9,TW,514.0843329,450.67,63.41433293,63.41433293,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP1,TP,544.6170589,481.34,63.27705888,63.27705888,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP2,TP,nan,475.74,,,,nan,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP3,TP,550,475.95,74.05,74.05,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP4,TP,549.3283337,478.89,70.43833374,70.43833374,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP5,TP,549.5030889,479.32,70.1830889,70.1830889,test_section,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TP6,TP,548.8335024,481.36,67.47350245,67.47350245,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW1,TW,542.4633971,469.77,72.69339707,72.69339707,right_vertical,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW10,TW,805.7042117,409.93,395.7742117,395.7742117,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW11,TW,543.4436172,476.14,67.30361723,67.30361723,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW2,TW,541.8620481,471.15,70.71204806,70.71204806,right_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW3,TW,541.6580867,470.42,71.23808673,71.23808673,right_vertical,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW4,TW,541.1027706,474.86,66.2427706,66.2427706,heated_incline,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW5,TW,545.3525286,503.72,41.63252861,41.63252861,heated_incline,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW6,TW,547.9112744,496.76,51.15127443,51.15127443,heated_incline,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW7,TW,547.6978938,481.26,66.43789383,66.43789383,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW8,TW,547.2075383,477.37,69.83753834,69.83753834,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,train_nominal_loso,0,HX_LUMPED_UA_NTU,TW9,TW,546.7045623,477.88,68.82456226,68.82456226,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP1,TP,493.0489773,449.37,43.67897728,43.67897728,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP2,TP,nan,443.27,,,,nan,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP3,TP,498.3450158,441.37,56.97501576,56.97501576,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP4,TP,497.6886565,446.41,51.27865651,51.27865651,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP5,TP,498.1972357,447.5,50.69723566,50.69723566,test_section,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP6,TP,497.541584,452.53,45.01158401,45.01158401,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW1,TW,491.2593481,440,51.25934809,51.25934809,right_vertical,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW10,TW,704.0996833,390.03,314.0696833,314.0696833,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW11,TW,492.1913802,444.87,47.32138023,47.32138023,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW2,TW,490.7081009,441.57,49.13810093,49.13810093,right_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW3,TW,490.4766279,440.97,49.50662792,49.50662792,right_vertical,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW4,TW,489.9224465,442.26,47.66244647,47.66244647,heated_incline,0.25,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW5,TW,493.8525212,465.38,28.47252121,28.47252121,heated_incline,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW6,TW,496.2679212,461.07,35.19792118,35.19792118,heated_incline,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW7,TW,496.4366868,448.31,48.12668676,48.12668676,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW8,TW,496.2908647,446.75,49.54086471,49.54086471,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TW9,TW,495.7490292,446.73,49.01902923,49.01902923,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP1,TP,511.6434294,453.26,58.38342944,58.38342944,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP3,TP,516.9640202,446.67,70.29402023,70.29402023,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP4,TP,516.3059487,449.74,66.56594868,66.56594868,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP5,TP,516.6689373,451.64,65.02893734,65.02893734,test_section,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,TP6,TP,516.0121976,456.72,59.29219759,59.29219759,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-529 LOSO heater-source scenario
